"Sitzungsland","Sitzungsort","Monat","Empfehlungsplattform","Landing-Page-URL","Durchschnittliche Sitzungsdauer","Seitenaufrufe pro Sitzung","Absprünge","Sitzungen, in denen Artikel zum Warenkorb hinzugefügt wurden","Sitzungen, bei denen der Checkout erreicht wurde","Sitzungen, bei denen der Checkout abgeschlossen wurde","Sitzungen"
"Germany","Feuchtwangen","2025-03-01","meta","https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGHUXilu8BHaWrs_81RWubqkT_eo4y4mVOAyjL6u--6PykHhn_hD80ubXimaTDjsoGNw_aem_zhElY9zHoRs6TCDJOlhr_Q",10.5,1.5,1,0,0,0,2
"Germany","Bremen","2025-03-01","alphabet","https://www.whiskyquartier.de/products/glenfiddich-15-years-old-0-7l?variant=50038793011537&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",34,2,0,0,0,0,1
"Ukraine","Kyiv","2025-03-01","direct","https://www.whiskyquartier.de/",0,1,1,0,0,0,1
"Germany","Rimbach","2025-03-01","alphabet","https://www.whiskyquartier.de/products/macallan-folio-8-0-7l?srsltid=AfmBOoq6egrFf42UrbP99d0ycyjkGePjVE2R8mR8nWyk-Oh3AL4Rkv8I",0,1,1,0,0,0,1
"Germany","Stuttgart","2025-03-01","meta","https://www.whiskyquartier.de/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBpnOOpk7xFuwUXkYhCj3eHZJ5rucodGln8wANN6_ldGRSxZsTT8SM3eBR1w_aem_B_xkFLJWv1Ebnclv-AHOhA",82,5,0,0,0,0,1
"Bulgaria","Sofia","2025-03-01","direct","https://www.whiskyquartier.de/",0,1,1,0,0,0,1
"Germany","Göppingen","2025-03-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHc3k096A1GT99hsiKCbmAXV_I0Pnwyqol4pTNoG0qrY4PprTjdDLMlfR6Q_aem_sc2-ZIt5O0YlDHP28Sl04Q",31,3,0,0,0,0,1
"Germany","Calw","2025-03-01","alphabet","https://www.whiskyquartier.de/products/1824-gold-0-7l-kopie?variant=49728018809169&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,1,0,0,0,1
"Germany","Essen","2025-03-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHTaOXFlupGLHCtj426Mb81pSqYEplnpZFxEUBwHXy2amX6-_DvGUOkZ1nw_aem_s0QH71GUkj4mBhEHgydr_A",20,2,0,0,0,0,1
"Germany","Beilngries","2025-03-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHT9Iz-1jyp5gFb0AUdDMTroE2RYt2sAY29Jes8d24I5tQuhwWeB86hZoDA_aem_2gIgk_OO8Glo5MHmV7UU4g",0,1,1,0,0,0,1
"Germany","Gladbeck","2025-03-01","linkedin","https://www.whiskyquartier.de/",24,2,0,0,0,0,1
"Germany","Achim","2025-03-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHZ96ndmhkMbvVdUjO9zqk8Ow1-3p_rQ0GXDrmBWhXUnEDi4zoVRnR6W-ZA_aem_oz82r72COCVvZXa0D4UDdQ",0,1,1,0,0,0,1
"Germany","Ühlingen-Birkendorf","2025-03-01","alphabet","https://www.whiskyquartier.de/products/harmony-collection-intense-arabica-0-7l?variant=49727754764625&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,1,0,0,0,1
"Germany","Dessau","2025-03-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHUyXDu5-AzQ-n8HQRGm35L1bQ2D7CDynF6zoUos46AoWzm6aAjdpxGyuVg_aem_wYb6z6LFfqG0fO5l5KEjQA",0,1,1,0,0,0,1
"Germany","Munich","2025-03-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7mlRpcBHWHx0lIEU0sdAFFZOD_7KXqCI5nlLdOj63k00T75VdGQTYhPgMc0t-6p7g_aem_2KZcuzOD421L3T9fSpFRyA",0,1,1,0,0,0,1
"Germany","Bergkamen","2025-03-01","alphabet","https://www.whiskyquartier.de/products/glenfiddich-15-years-old-0-7l?variant=50038793011537&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,1,0,0,0,1
"Germany","Chemnitz","2025-03-01","meta","https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGHUXilu8BHWFPG8XfOUDZulxSJkCMynYOPixHT32yEz4P3dSMGlsY6U3Tq-kbbC74FQ_aem_5M399eGDNCN1nHCt_zjrQA",0,1,1,0,0,0,1
"Germany","Hagen","2025-03-01","meta","https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGHUXilu8BHRTdAm7LJ60sNhlc89inDOR7TPeYyli8w4TFh3tFkE3WhIfoCw7MSKp9gQ_aem_tIAehSgvwMxo0ettHbrcvw",0,1,1,0,0,0,1
"Germany","Wuppertal","2025-03-01","direct","https://www.whiskyquartier.de/",9,2,0,0,0,0,1
"Germany","Espelkamp","2025-03-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHT2bF9d5ouhsqhh_kvP7wbVvOqwouGFtlU-sUD4MW6NsnjKOjynUHOukiA_aem_IJqVGJ9g93CsDvzqWhRx-g",0,1,1,0,0,0,1
"Germany","Gelnhausen","2025-03-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHaGB5mjWhBF9OkMmgJ_L_l1e49aC8f_TMdZgFt7c0JxtnuUriBtdJIAA0A_aem_D5B_UppLQe3cW3H08FyNUw",83,4,0,1,1,0,1
"Germany","Waigolshausen","2025-03-01","linkedin","https://www.whiskyquartier.de/",0,1,2,0,0,0,2
"Germany","Hagen","2025-03-01","meta","https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGHUXilu8BHR95g3ds7dl_1ojuRH188ddFjiW1LQndFn7ibx3tpca3viBak1lQnUYlrQ_aem_BihdzF9pHz799pCVNwAPxg",0,1,1,0,0,0,1
"Germany","Nuremberg","2025-03-01","meta","https://www.whiskyquartier.de/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBppVJgWcdF1T_lth31t-FTKUg0OTQ0oW7ofRW1rsK600R5hUK7dO1OGxqqA_aem_2g2bZS2gaPCZX0c1hTLocA",0,1,1,0,0,0,1
"Germany","Saarbrücken","2025-03-01","meta","https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGHUXilu8BHQ-XSTSDE6NkC-rXsqF0_4lJt6sjsrkwSOkMLlrVcfUOVUAU2mAacJ5O1w_aem_aGiX9gXTbJGeXnqoK-0_cA",0,1,1,0,0,0,1
"Vietnam","Long An","2025-03-01","alphabet","https://www.whiskyquartier.de/products/macallan-folio-8-0-7l?srsltid=AfmBOoopZ6aXEx4odyioBIEetqjMfFacOP77TqDBsnUAGj9vBQRCKe70",0,1,1,0,0,0,1
"Germany","Kamen","2025-03-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHYSnTkWTh4xTTcLhxekerq8IAKgg5c9-NyQq8mxkk4ypya4GNnKuTf-sAg_aem_Dn0HVHcYntT5HG7f4RPa-Q",108,4,0,0,0,0,1
"Germany","Bad Tölz","2025-03-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHWKOOAZmN2LBSoKQDoe_DJ_9quE2VGWpwoZH7Z7YaQkrxH3zIbAIpyf5Fg_aem_9FsrPUwB9BsgLcqLxby0Lg",0,1,1,0,0,0,1
"Germany","Berlin","2025-03-01","alphabet","https://www.whiskyquartier.de/products/a-night-on-earth-scotland-2021-0-7l?variant=49728553746769&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,1,0,0,0,1
"Germany","Wuppertal","2025-03-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHTS3ag8pr5NfKTjlwsZWYKSmlj6jbMBObgxyNkE55YbfaBxlPzLT5BmjIQ_aem_TqOJ3grjcH1RpeFjDPz5XA",0,1,1,0,0,0,1
"Germany","Munich","2025-03-01","alphabet","https://www.whiskyquartier.de/products/macallan-folio-8-0-7l?srsltid=AfmBOopXkdlfDxFTmcNrYzhTqtgGg8jqPswOsZoYLlPSov_kNo_nE0hT",0,1,1,0,0,0,1
"Germany","Zeithain","2025-03-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHTwxrANy0vpKBHbAumKuK_lAqKTAGY1eaU-9hNEK4urIcA1UTD7czB-D1w_aem_2MTO1_cj2gBvSEbGpu9M0g",0,1,1,0,0,0,1
"Germany","Bergkamen","2025-03-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHSDg50Oxs6wPm7YP5_ue9kV9EihfV46B46b1xIpsALwWYWyt8u9JUNzqmw_aem_nz990D4N36Vit1JLwkf3Ug",100,7,0,0,0,0,1
"Germany","Dannewerk","2025-03-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHRVnAfB0cwHD2rkycK0F5zSbH2RmjHn7EMm-cjMiJTaB1-tf9_JL3wHn7Q_aem_dhoDXZXt01ISEFOMACWuUA",23,2,0,0,0,0,1
"Czechia","Jesenice","2025-03-01","direct","https://www.whiskyquartier.de/",103.5,3,0,0,0,0,2
"Germany","Weiden","2025-03-01","alphabet","https://www.whiskyquartier.de/products/dingle-single-cask-the-village-2025-0-7l?variant=50688052363601&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,1,0,0,0,1
"Germany","Fürth","2025-03-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHTAcdWNYqfBlFFQ22yW3iCOTAa3Hn8A6tSivzXLJ5Dq5Q-rSXLifE2SeXA_aem_aN55BCSY6FYI_bW__860JQ",0,1,1,0,0,0,1
"Switzerland",,"2025-03-01","alphabet","https://www.whiskyquartier.de/products/birkenhof-fading-hill-warehouse-selection-0-7l",0,1,1,0,0,0,1
"Germany","Dortmund","2025-03-01","direct","https://www.whiskyquartier.de/products/macallan-folio-8-0-7l?srsltid=AfmBOorMat1U_FMhZi-WEtt-UYAYTbwcC6xjl0jBqqoy6_jEcBkogdvK",0,1,1,0,0,0,1
"Germany","Langenzenn","2025-03-01","linkedin","https://www.whiskyquartier.de/",0,1,1,0,0,0,1
"American Samoa","Pago Pago","2025-03-01","alphabet","https://www.whiskyquartier.de/pages/whiskyquartier-die-vielfalt-des-whiskys",0,1,2,0,0,0,2
"Germany","Cologne","2025-03-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHdosBlfYLQskJHbE8WvqPtUQUpI4wTwUxAzQl183zKRXokvH2xYqRhiOkA_aem_jiau_pWhHb_rdUmduNUVXQ",0,1,1,0,0,0,1
"Germany","Velbert","2025-03-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHS3Q2JAYmJpbqLwFucXwhLjcJrEFImVN5al2vEZlhKSlHOrDbjYUYSShWg_aem_weKZQMfNJBGH9WfC65g5NA",0,1,1,0,0,0,1
"Germany","Kolbermoor","2025-03-01","meta","https://www.whiskyquartier.de/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBpqRmGDH31jfcJhKwUOuzcvwmZFRWlVnTgBwNcfTQUGz0Dz55osjZacSCjw_aem_0ARAVD_MoHAfwutdsd3pBA",63,4,0,0,0,0,1
"Germany","Munich","2025-03-01","alphabet","https://www.whiskyquartier.de/products/macallan-folio-8-0-7l?srsltid=AfmBOorWbKU3707ablKG4rATchNEROT4JSeQK4v0l4PsjLAropO-1Sh7",0,1,1,0,0,0,1
"Germany","Münster","2025-03-01","direct","https://www.whiskyquartier.de/products/highland-park-15-yo-viking-heart-0-7l",0,1,1,0,0,0,1
"Germany","Biebergemünd","2025-03-01","alphabet","https://www.whiskyquartier.de/products/macallan-folio-8-0-7l?srsltid=AfmBOoq0-2vMYbuOliImWARmnb4JNf8LRMRFGWsamqC0sgbUvaVy_64z",0,1,1,0,0,0,1
"Germany","Stendal","2025-03-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHRJ58IrjMSbsOakPsyd3-VA4Vn2TbLc0fy_ronZWRF4pl6REvZd7GEaskw_aem_MLN1-DNu2haklupZWgAmUA",0,1,1,0,0,0,1
"Germany","Waldfischbach-Burgalben","2025-03-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHaR0eqmd1bcm2Iv_8KolEmxRrJxjBJBk0Je03f1pW38qOiBCHRku-hAcUQ_aem_-0ocE7gHTtFAdTT5oxAooA",0,1,1,0,0,0,1
"Germany","Bergkamen","2025-03-01","alphabet","https://www.whiskyquartier.de/products/birkenhof-fading-hill-warehouse-selection-0-7l?variant=50730563600721&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",43,2,0,0,0,0,1
"Germany","Epfenbach","2025-03-01","alphabet","https://www.whiskyquartier.de/products/glenfiddich-15-years-old-0-7l?variant=50038793011537&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,1,0,0,0,1
"Germany","Cologne","2025-03-01","meta","https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGHUXilu8BHZh0K2ZPmKoGPoM7DxvXpj9BcTkr1zCK8aSaoUzW_UHxlMPr8psmQhFFpg_aem_MATcYDVHqq4h-aI0xImjIw",0,1,1,0,0,0,1
"Germany","Riegelsberg","2025-03-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHe_Ytqs-oh3QTjs_9QxW963vHtUzn9GZ_f3UCgSoAJL5Nf_Abdjchvu-vQ_aem_KT6wSmbiULUQ81qXMzDabQ",68,3,0,0,0,0,1
"Germany","Munich","2025-03-01","linkedin","https://www.whiskyquartier.de/",0,1,1,0,0,0,1
"Germany","Sangerhausen","2025-03-01","meta","https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGHUXilu8BHbDqlDWC0MjDcZfhQWxEgE64HdIgA7gQifUSXuUYliANkwdrO38OwMv7Xw_aem_FQKS23WFu8zBpI4_RDUneg",0,1,1,0,0,0,1
"Croatia","Zagreb","2025-03-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHbg29zsF8ojnz2pUQdi_txP2apWScCKULXgpOLiwDlCysLeDeJCegLY5Qg_aem_aSTDJqUo5eJ7XSCNzpBPog",0,1,1,0,0,0,1
"Germany","Stuttgart","2025-03-01","meta","https://www.whiskyquartier.de/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBpiAlv8nRAckDpM0Ln_-4mHTzquKxxqX86w3x08jCnlDu1lL_WYOrTa_VLw_aem_CP_I9WG-MJC0UAmAtMC_Bg",0,1,1,0,0,0,1
"Germany","Bamberg","2025-03-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHRWFy3g8syNUMYMlMfMyNBw98_avgF6lGp1EoCkLJzBotTRwXY5WqsC0-w_aem_UH3j4IsxnrkZ9W7Pj08wTw",0,1,1,0,0,0,1
"Germany","Oberhausen","2025-03-01","meta","https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGHUXilu8BHRAy2_l_oLbAhGL7hTwg4O5FUZAFCDywZNER0OKBwqjt4mderAhQrNBjaQ_aem_XveHEesOMwXgdLsmMUTLqw",1155,2,0,0,0,0,1
"Germany","Schmitten","2025-03-01","meta","https://www.whiskyquartier.de/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBpnrSI1BjREWk2GgfiTdvH37yewPGmzAgjBl6PmK3Of8-cVo584VzXpB6_w_aem_2VAYE07uLJc0PMMshwqjDQ",274,4,0,0,0,0,1
"Germany","Düsseldorf","2025-03-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHY0Myo-EfX9R6FaP7fj73qROqzWo0GyRBxvijK_C3UOm-DVy0btve5hIMg_aem_S75qStB59zi-4OOgzeNbQQ",13,3,0,0,0,0,1
"Germany","Eberswalde","2025-03-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHY9uurtjxOUREPa7CQIRiFv5V0AUQh40Kqr0DEdX7nwXVyUQt65QJVn_Wg_aem_npPDYz_rzev0zyc1uVVW_A",123,7,0,0,0,0,1
"Germany","Heusweiler","2025-03-01","alphabet","https://www.whiskyquartier.de/products/macallan-folio-8-0-7l?srsltid=AfmBOop6lRTvU6lohDFU0j_W1_9ixPLy1sOMbEtzvxcCOfBhZYWgZrtB",97,2,0,0,0,0,1
"Germany","Jena","2025-03-01","alphabet","https://www.whiskyquartier.de/products/macallan-folio-8-0-7l",0,1,1,0,0,0,1
"Germany","Nuremberg","2025-03-01","direct","https://www.whiskyquartier.de/products/kavalan-solist-brandy-0-7l-kopie",4,2,0,0,0,0,1
"Germany","Nuremberg","2025-03-01","whiskybase","https://www.whiskyquartier.de/products/dingle-single-cask-the-village-2025-0-7l",50,3,0,0,0,0,1
"Germany","Wandlitz","2025-03-01","whiskybase","https://www.whiskyquartier.de/products/dingle-single-cask-the-village-2025-0-7l",0,1,1,0,0,0,1
"Germany","Karlsruhe","2025-03-01","alphabet","https://www.whiskyquartier.de/products/macallan-folio-8-0-7l?srsltid=AfmBOopSuzTHSku-0TXJ0zu6-tKPjVZDppanxdXNjvrnMd6Ya-ee5Yuq",0,1,1,0,0,0,1
"Switzerland","Geneva","2025-03-01","alphabet","https://www.whiskyquartier.de/products/macallan-folio-8-0-7l?srsltid=AfmBOop7Ta0AKO0p9AskMXgjFCw3dBzO2VuNhqhMep4Lk4pZ1Smryb-P",0,1,1,0,0,0,1
"Germany","Achim","2025-03-01","meta","https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGHUXilu8BHT0OCAbXbr0q2k8_VIwBVoEIXTXvZ6pFyeq_-q0_DudvnPO7jm41iqNSgg_aem__qDhg6cCuy3hSKjqfretIg",0,1,1,0,0,0,1
"Germany","Stuttgart","2025-03-01","direct","https://www.whiskyquartier.de/products/classic-cut-2023-0-7l-kopie",0,1,1,0,0,0,1
"Germany","Mainz","2025-03-01","meta","https://www.whiskyquartier.de/",0,1,1,0,0,0,1
"Germany","Frankfurt am Main","2025-03-01","whiskybase","https://www.whiskyquartier.de/products/glenturret-12-yo-2024-0-7l",0,1,1,0,0,0,1
"Germany","Hamburg","2025-03-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHZ0BicI4U9YkwsgK6eG3Uh8fULrkCQCWdJlEEU3tmdm16VykDSmYIqC0vg_aem_CV3sKQA0DBW-recjBfDuzQ",25,3,0,0,0,0,1
"Germany","Bonn","2025-03-01","meta","https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGHUXilu8BHfLa2LcwL-MffeyZJTpkjGq6RihzfAfvZ9y8h9P3zOKXsyxn6EFm4T1OfA_aem_-UloZpFeFSilrYrODoXlOQ",0,1,1,0,0,0,1
"Germany","Munich","2025-03-01","meta","https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGHUXilu8BHbWjNjEMJEJDZIxvUD-6hcAxR58f_4NiTDsqmKdp1BpeGGUFjb0DSp490g_aem_5wCbUFDCfTeb1hvllVi9xQ",0,1,1,0,0,0,1
"Brazil","Ferraz de Vasconcelos","2025-03-01","alphabet","https://www.whiskyquartier.de/collections/islay",0,1,1,0,0,0,1
"Germany","Berlin","2025-03-01","alphabet","https://www.whiskyquartier.de/collections/all?srsltid=AfmBOorMAGPpUhkQEuySxoj1Lg_YljS-behJDAnjpGbRU5mPh_gUhSZa",195,4,0,0,0,0,1
"Germany","Kulmbach","2025-03-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHTLx9KbQUe7ofsr0T1G5vomG2XBjGWVbJGmq1fj2mgG2Obd04wdHJYyveQ_aem_vtIjqIfzwFE0mRx3egaJTQ",16,2,0,0,0,0,1
"Germany","Salzgitter","2025-03-01","direct","https://www.whiskyquartier.de/collections/irische-whiskys",617.5,2.75,2,0,0,0,4
"Germany","Jena","2025-03-01","meta","https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l?fbclid=IwY2xjawJSnLpleHRuA2FlbQEwAGFkaWQAAAYdReKW7wEd4Mo9qItD1yMuKv6P0xD01CIs7AcMn9PNTx58jp4IntUqvTtc-9LRnNu8_aem_xDh2qCxrReTIaidRMm66qA",0,1,1,0,0,0,1
"Germany","Göttingen","2025-03-01","direct","https://www.whiskyquartier.de/products/macallan-folio-8-0-7l?srsltid=AfmBOorOhIqCBY65MNUobF_23kf5pWS8VDTOJU9Fkk67TNVLqKo4tI_H",0,1,1,0,0,0,1
"Germany","Saarbrücken","2025-03-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHYK9tqKUHkLD1p1q8lbYo4bAqhc60rare2bXNhO7jR0HctUli_eg3e7GYA_aem_-YqUWmruxSj1UXTUnHhvlQ",64,3,0,0,0,0,1
"Germany","Aachen","2025-03-01","alphabet","https://www.whiskyquartier.de/?gad_source=1",0,1,1,0,0,0,1
"Estonia","Tallinn","2025-03-01","whiskybase","https://www.whiskyquartier.de/products/roseisle-12-years-old-the-origami-kite-0-7l",0,1,1,0,0,0,1
"Germany","Salzgitter","2025-03-01","direct","https://www.whiskyquartier.de/search?options%5Bprefix%5D=last&page=2&q=macallan",0,1,1,0,0,0,1
"Germany","Ratingen","2025-03-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHaaE66_nuyz1eboNXJqadSyR5MfftLojUQLhC6ryJVmBKZoBNBxALieAhA_aem_yU8PtsA3TXm04ZrxeL_r9A",105,4,0,0,0,0,1
"Germany","Frankfurt am Main","2025-03-01","alphabet","https://www.whiskyquartier.de/products/glenfiddich-15-years-old-0-7l?variant=50038793011537&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",56,3,0,1,1,0,2
"Germany","Paderborn","2025-03-01","meta","https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGHUXilu8BHQWoRPIPwrUykUfAc5Al9mChtBQ5kVMEg70qhQLF3krquUCwCfquwSPP-g_aem_ijehc2yebZUyzXBRldLOAg",17,2,0,0,0,0,1
"Germany","Rottenburg","2025-03-01","alphabet","https://www.whiskyquartier.de/?srsltid=AfmBOooPF8qWMcqusgbX6BIBYFa67F84dDgBP2my7CrmO7gIiZVhAd8P",19,4,0,0,0,0,1
"The Netherlands","Dordrecht","2025-03-01","whiskybase","https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l",44,3,0,0,0,0,1
"Germany","Geislingen an der Steige","2025-03-01","meta","https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGHUXilu8BHY75Z7zsCc5RVeN4LsRCRqVUMYXET2Ug_mYm3PnGyNjlFVeYTGPA-jzH2A_aem_cp2cmBKA4ASK3-BBu5OInw",0,1,1,0,0,0,1
"Germany","Wolfsburg","2025-03-01","meta","https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGHUXilu8BHaGGXSBU_JhcUH-v6rZvYLRMPOg0AWB_pj465CsiS50MVswE6C_oz6fkuw_aem_-Rt3FJdimlCH5NCwH8_Gjg",0,1,1,0,0,0,1
"Ukraine","Kyiv","2025-03-01","direct","https://www.whiskyquartier.de/products/triple-wood-0-7l?_pos=5&_sid=79266d7f5&_ss=r",0,1,2,0,0,0,2
"Germany","Lüdinghausen","2025-03-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHZFXOOxb8E2zxDE6HHm53xdI6TPSuMfcvhC6-FiAR4Ph2q-ymPmWmcsmKA_aem_7MYO41vXftl1wroo2CWkog",51,3,0,0,0,0,1
"Germany","Neu-Ulm","2025-03-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHVsL7h_mST8SzOZofE8VuaQUOHgfOgG_mw1o644KvTM7dHTFkHXSG3VA-g_aem_iHNQSirT77ZqHRuC0Z4Gzw",40,2,0,0,0,0,1
"Germany","Cologne","2025-03-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHf1UvWjcrIV9PWaXr7QWvtsUHzzFHdhfTZy8ASIO9tNBniGOrh1dUq5PiA_aem_OWyt0vAqm2E7wS-TwEElNg",147,6,0,0,0,0,1
"Germany","Ludwigslust","2025-04-01","alphabet","https://www.whiskyquartier.de/products/glenfiddich-15-years-old-0-7l?variant=50038793011537&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",86,1,0,1,0,0,1
"Germany","Koblenz","2025-04-01","alphabet","https://www.whiskyquartier.de/products/birkenhof-fading-hill-warehouse-selection-0-7l?variant=50730563600721&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",25,3,0,0,0,0,1
"Switzerland","Waldkirch","2025-04-01","direct","https://www.whiskyquartier.de/products/ardnahoe-5-yo-the-inaugural-release-0-7l?srsltid=AfmBOoq-6N_z8pK2YerLBOtL2Unk_Rrx31Fq72twCMcoxeDOW-iZgMg5",250,9,0,0,0,0,1
